starttime	seconds	ctime	dtime	ttime	wait
Sun Aug 29 18:22:15 2021	1630228935	0	5684	5684	4640
Sun Aug 29 18:23:22 2021	1630229002	0	5687	5687	5276
Sun Aug 29 18:23:22 2021	1630229002	0	5688	5688	5274
Sun Aug 29 18:22:22 2021	1630228942	0	5692	5692	4832
Sun Aug 29 18:23:27 2021	1630229007	0	5692	5693	5642
Sun Aug 29 18:22:39 2021	1630228959	0	5694	5694	5597
Sun Aug 29 18:23:31 2021	1630229011	0	5699	5699	5119
Sun Aug 29 18:23:19 2021	1630228999	0	5699	5700	5587
Sun Aug 29 18:23:39 2021	1630229019	0	5701	5702	5598
Sun Aug 29 18:23:42 2021	1630229022	0	5713	5713	5614
Sun Aug 29 18:22:33 2021	1630228953	1	5713	5714	4207
Sun Aug 29 18:22:33 2021	1630228953	1	5713	5714	4020
Sun Aug 29 18:23:08 2021	1630228988	0	5715	5715	4917
Sun Aug 29 18:23:52 2021	1630229032	0	5716	5716	5629
Sun Aug 29 18:23:10 2021	1630228990	0	5718	5718	5097
Sun Aug 29 18:22:47 2021	1630228967	0	5724	5725	5636
Sun Aug 29 18:23:34 2021	1630229014	0	5728	5728	5423
Sun Aug 29 18:23:27 2021	1630229007	0	5730	5730	4785
Sun Aug 29 18:22:44 2021	1630228964	0	5735	5735	4500
Sun Aug 29 18:24:18 2021	1630229058	0	5738	5738	4802
Sun Aug 29 18:23:07 2021	1630228987	0	5740	5740	4821
Sun Aug 29 18:23:22 2021	1630229002	0	5742	5742	4304
Sun Aug 29 18:24:17 2021	1630229057	0	5744	5744	5477
Sun Aug 29 18:23:40 2021	1630229020	0	5746	5746	5600
Sun Aug 29 18:23:09 2021	1630228989	0	5747	5747	4441
Sun Aug 29 18:22:48 2021	1630228968	0	5754	5755	4854
Sun Aug 29 18:23:16 2021	1630228996	0	5756	5757	4209
Sun Aug 29 18:23:23 2021	1630229003	0	5759	5759	4811
Sun Aug 29 18:23:16 2021	1630228996	0	5761	5762	4592
Sun Aug 29 18:23:45 2021	1630229025	0	5762	5762	4427
Sun Aug 29 18:23:10 2021	1630228990	0	5765	5765	4268
Sun Aug 29 18:22:41 2021	1630228961	0	5768	5769	5283
Sun Aug 29 18:22:42 2021	1630228962	0	5773	5773	5682
Sun Aug 29 18:23:23 2021	1630229003	0	5777	5777	5108
Sun Aug 29 18:23:15 2021	1630228995	0	5779	5780	5005
Sun Aug 29 18:22:13 2021	1630228933	0	5783	5784	5370
Sun Aug 29 18:23:56 2021	1630229036	0	5787	5788	5625
Sun Aug 29 18:22:20 2021	1630228940	0	5788	5788	5556
Sun Aug 29 18:24:11 2021	1630229051	0	5789	5789	5095
Sun Aug 29 18:23:56 2021	1630229036	0	5794	5794	4905
Sun Aug 29 18:24:18 2021	1630229058	0	5797	5797	4835
Sun Aug 29 18:22:34 2021	1630228954	0	5798	5798	4744
Sun Aug 29 18:23:51 2021	1630229031	0	5799	5800	5743
Sun Aug 29 18:23:10 2021	1630228990	0	5801	5801	5277
Sun Aug 29 18:23:49 2021	1630229029	0	5802	5803	5737
Sun Aug 29 18:22:22 2021	1630228942	0	5803	5803	5579
Sun Aug 29 18:23:25 2021	1630229005	0	5807	5807	5535
Sun Aug 29 18:23:37 2021	1630229017	0	5809	5809	5439
Sun Aug 29 18:23:05 2021	1630228985	0	5810	5811	5286
Sun Aug 29 18:23:16 2021	1630228996	0	5814	5814	5098
Sun Aug 29 18:22:19 2021	1630228939	0	5816	5816	5630
Sun Aug 29 18:23:12 2021	1630228992	0	5821	5821	4259
Sun Aug 29 18:22:10 2021	1630228930	6	5816	5822	5559
Sun Aug 29 18:22:28 2021	1630228948	0	5822	5822	5414
Sun Aug 29 18:22:15 2021	1630228935	0	5822	5822	5563
Sun Aug 29 18:22:44 2021	1630228964	0	5830	5830	4796
Sun Aug 29 18:23:07 2021	1630228987	0	5831	5831	5746
Sun Aug 29 18:23:35 2021	1630229015	0	5833	5833	4101
Sun Aug 29 18:23:31 2021	1630229011	0	5835	5835	5732
Sun Aug 29 18:22:26 2021	1630228946	0	5836	5836	4924
Sun Aug 29 18:23:23 2021	1630229003	0	5837	5837	5098
Sun Aug 29 18:22:34 2021	1630228954	0	5838	5838	3514
Sun Aug 29 18:23:20 2021	1630229000	0	5840	5840	4447
Sun Aug 29 18:23:26 2021	1630229006	0	5844	5844	5616
Sun Aug 29 18:22:39 2021	1630228959	0	5848	5848	5792
Sun Aug 29 18:24:14 2021	1630229054	1	5849	5850	4887
Sun Aug 29 18:22:26 2021	1630228946	0	5854	5854	5153
Sun Aug 29 18:22:12 2021	1630228932	0	5854	5854	4945
Sun Aug 29 18:22:36 2021	1630228956	0	5856	5856	5247
Sun Aug 29 18:22:41 2021	1630228961	0	5860	5860	5777
Sun Aug 29 18:22:34 2021	1630228954	0	5860	5860	3923
Sun Aug 29 18:23:13 2021	1630228993	0	5860	5860	5049
Sun Aug 29 18:23:12 2021	1630228992	0	5865	5866	5133
Sun Aug 29 18:22:11 2021	1630228931	0	5866	5867	5670
Sun Aug 29 18:22:34 2021	1630228954	0	5871	5871	4370
Sun Aug 29 18:23:26 2021	1630229006	0	5876	5876	5072
Sun Aug 29 18:23:10 2021	1630228990	0	5878	5878	5292
Sun Aug 29 18:23:41 2021	1630229021	0	5878	5878	5092
Sun Aug 29 18:22:19 2021	1630228939	0	5879	5879	5166
Sun Aug 29 18:23:35 2021	1630229015	0	5880	5880	5095
Sun Aug 29 18:23:10 2021	1630228990	0	5880	5880	4584
Sun Aug 29 18:23:42 2021	1630229022	0	5881	5881	4942
Sun Aug 29 18:22:39 2021	1630228959	0	5884	5884	5116
Sun Aug 29 18:22:35 2021	1630228955	0	5885	5886	5015
Sun Aug 29 18:23:27 2021	1630229007	0	5896	5896	5732
Sun Aug 29 18:23:24 2021	1630229004	1	5900	5901	5687
Sun Aug 29 18:22:44 2021	1630228964	0	5901	5901	5477
Sun Aug 29 18:23:00 2021	1630228980	0	5901	5901	4830
Sun Aug 29 18:22:17 2021	1630228937	0	5902	5902	5838
Sun Aug 29 18:23:53 2021	1630229033	0	5906	5907	5721
Sun Aug 29 18:23:42 2021	1630229022	0	5906	5907	5746
Sun Aug 29 18:23:43 2021	1630229023	0	5911	5911	4482
Sun Aug 29 18:23:09 2021	1630228989	0	5912	5912	5343
Sun Aug 29 18:23:52 2021	1630229032	0	5917	5917	5778
Sun Aug 29 18:22:34 2021	1630228954	0	5919	5919	3579
Sun Aug 29 18:23:04 2021	1630228984	0	5921	5921	4807
Sun Aug 29 18:23:20 2021	1630229000	0	5924	5924	5115
Sun Aug 29 18:23:37 2021	1630229017	0	5924	5924	3925
Sun Aug 29 18:22:18 2021	1630228938	0	5926	5927	5857
Sun Aug 29 18:23:09 2021	1630228989	0	5951	5951	4990
Sun Aug 29 18:23:03 2021	1630228983	0	5951	5951	5895
Sun Aug 29 18:22:34 2021	1630228954	0	5954	5954	4518
Sun Aug 29 18:22:16 2021	1630228936	0	5961	5962	4252
Sun Aug 29 18:23:15 2021	1630228995	0	5961	5962	5808
Sun Aug 29 18:23:06 2021	1630228986	0	5963	5963	5813
Sun Aug 29 18:24:14 2021	1630229054	0	5967	5967	5375
Sun Aug 29 18:23:42 2021	1630229022	0	5968	5968	5911
Sun Aug 29 18:23:51 2021	1630229031	0	5969	5969	5230
Sun Aug 29 18:23:12 2021	1630228992	0	5969	5969	5856
Sun Aug 29 18:22:21 2021	1630228941	0	5972	5972	5833
Sun Aug 29 18:22:41 2021	1630228961	0	5985	5985	5931
Sun Aug 29 18:22:47 2021	1630228967	0	5987	5988	5046
Sun Aug 29 18:23:47 2021	1630229027	0	5990	5991	4854
Sun Aug 29 18:23:15 2021	1630228995	0	5994	5994	5856
Sun Aug 29 18:22:13 2021	1630228933	0	5999	5999	5643
Sun Aug 29 18:22:17 2021	1630228937	0	6006	6007	5535
Sun Aug 29 18:24:16 2021	1630229056	0	6008	6008	5127
Sun Aug 29 18:23:43 2021	1630229023	0	6010	6010	4509
Sun Aug 29 18:23:13 2021	1630228993	0	6010	6011	5286
Sun Aug 29 18:22:17 2021	1630228937	0	6012	6012	5903
Sun Aug 29 18:23:15 2021	1630228995	2	6013	6015	5148
Sun Aug 29 18:22:41 2021	1630228961	0	6016	6016	4632
Sun Aug 29 18:22:24 2021	1630228944	0	6018	6019	4320
Sun Aug 29 18:23:33 2021	1630229013	0	6024	6024	5571
Sun Aug 29 18:23:34 2021	1630229014	0	6026	6027	5719
Sun Aug 29 18:23:34 2021	1630229014	0	6027	6028	5697
Sun Aug 29 18:23:54 2021	1630229034	0	6028	6028	5865
Sun Aug 29 18:23:37 2021	1630229017	0	6032	6032	5289
Sun Aug 29 18:23:05 2021	1630228985	0	6033	6033	5987
Sun Aug 29 18:23:32 2021	1630229012	0	6034	6035	5025
Sun Aug 29 18:23:06 2021	1630228986	0	6038	6038	4897
Sun Aug 29 18:23:36 2021	1630229016	0	6043	6043	5631
Sun Aug 29 18:22:21 2021	1630228941	0	6043	6043	5285
Sun Aug 29 18:23:29 2021	1630229009	0	6045	6046	5278
Sun Aug 29 18:22:28 2021	1630228948	0	6050	6050	5573
Sun Aug 29 18:22:17 2021	1630228937	0	6055	6055	4220
Sun Aug 29 18:23:30 2021	1630229010	0	6062	6062	5952
Sun Aug 29 18:23:21 2021	1630229001	0	6064	6064	5657
Sun Aug 29 18:24:14 2021	1630229054	0	6065	6065	4988
Sun Aug 29 18:24:18 2021	1630229058	0	6071	6071	5165
Sun Aug 29 18:22:28 2021	1630228948	0	6072	6072	4445
Sun Aug 29 18:23:14 2021	1630228994	0	6072	6072	5097
Sun Aug 29 18:23:24 2021	1630229004	0	6079	6079	4923
Sun Aug 29 18:23:56 2021	1630229036	0	6079	6080	5974
Sun Aug 29 18:23:09 2021	1630228989	0	6083	6083	4239
Sun Aug 29 18:23:13 2021	1630228993	0	6084	6084	5222
Sun Aug 29 18:22:10 2021	1630228930	2	6083	6085	5758
Sun Aug 29 18:23:58 2021	1630229038	0	6086	6086	5857
Sun Aug 29 18:23:32 2021	1630229012	0	6087	6087	4826
Sun Aug 29 18:22:17 2021	1630228937	0	6087	6088	2863
Sun Aug 29 18:22:17 2021	1630228937	0	6089	6089	6025
Sun Aug 29 18:23:43 2021	1630229023	1	6088	6089	5022
Sun Aug 29 18:23:21 2021	1630229001	0	6089	6090	5091
Sun Aug 29 18:24:14 2021	1630229054	0	6090	6090	5459
Sun Aug 29 18:24:15 2021	1630229055	0	6093	6094	5801
Sun Aug 29 18:23:49 2021	1630229029	0	6095	6095	5882
Sun Aug 29 18:23:56 2021	1630229036	0	6100	6100	5946
Sun Aug 29 18:23:58 2021	1630229038	0	6100	6100	5990
Sun Aug 29 18:24:12 2021	1630229052	0	6100	6100	5074
Sun Aug 29 18:24:17 2021	1630229057	0	6101	6101	5190
Sun Aug 29 18:23:43 2021	1630229023	0	6108	6108	5643
Sun Aug 29 18:22:20 2021	1630228940	0	6108	6108	5910
Sun Aug 29 18:22:10 2021	1630228930	2	6109	6110	4454
Sun Aug 29 18:23:51 2021	1630229031	0	6111	6112	6039
Sun Aug 29 18:22:52 2021	1630228972	0	6116	6116	3453
Sun Aug 29 18:22:24 2021	1630228944	0	6121	6121	4265
Sun Aug 29 18:23:11 2021	1630228991	0	6126	6127	6051
Sun Aug 29 18:23:59 2021	1630229039	0	6130	6130	5058
Sun Aug 29 18:22:39 2021	1630228959	0	6131	6131	3274
Sun Aug 29 18:23:06 2021	1630228986	0	6133	6133	5969
Sun Aug 29 18:24:17 2021	1630229057	0	6137	6137	5255
Sun Aug 29 18:23:03 2021	1630228983	0	6142	6142	5637
Sun Aug 29 18:23:21 2021	1630229001	0	6143	6143	5630
Sun Aug 29 18:23:09 2021	1630228989	0	6146	6146	4985
Sun Aug 29 18:22:44 2021	1630228964	0	6152	6152	6032
Sun Aug 29 18:23:25 2021	1630229005	0	6155	6155	5902
Sun Aug 29 18:23:10 2021	1630228990	0	6157	6157	5741
Sun Aug 29 18:23:59 2021	1630229039	0	6160	6160	5069
Sun Aug 29 18:23:50 2021	1630229030	0	6162	6162	5500
Sun Aug 29 18:23:19 2021	1630228999	0	6164	6164	6046
Sun Aug 29 18:23:49 2021	1630229029	0	6165	6165	5962
Sun Aug 29 18:23:00 2021	1630228980	0	6168	6168	5081
Sun Aug 29 18:24:17 2021	1630229057	0	6168	6168	4683
Sun Aug 29 18:23:56 2021	1630229036	0	6168	6168	6083
Sun Aug 29 18:24:08 2021	1630229048	0	6169	6169	5409
Sun Aug 29 18:23:27 2021	1630229007	0	6169	6169	5336
Sun Aug 29 18:22:28 2021	1630228948	0	6170	6170	5613
Sun Aug 29 18:22:10 2021	1630228930	5	6167	6172	4090
Sun Aug 29 18:23:34 2021	1630229014	0	6172	6172	5759
Sun Aug 29 18:23:59 2021	1630229039	0	6172	6172	5466
Sun Aug 29 18:23:11 2021	1630228991	0	6173	6173	6119
Sun Aug 29 18:24:00 2021	1630229040	0	6179	6179	5040
Sun Aug 29 18:23:12 2021	1630228992	0	6181	6181	6111
Sun Aug 29 18:23:12 2021	1630228992	0	6182	6182	5872
Sun Aug 29 18:22:42 2021	1630228962	0	6186	6186	6060
Sun Aug 29 18:23:33 2021	1630229013	0	6188	6188	5033
Sun Aug 29 18:23:23 2021	1630229003	0	6196	6196	4911
Sun Aug 29 18:22:44 2021	1630228964	0	6197	6197	5464
Sun Aug 29 18:22:20 2021	1630228940	0	6197	6197	6005
Sun Aug 29 18:22:22 2021	1630228942	0	6197	6197	6081
Sun Aug 29 18:23:15 2021	1630228995	0	6198	6198	4641
Sun Aug 29 18:22:27 2021	1630228947	0	6200	6200	5023
Sun Aug 29 18:23:02 2021	1630228982	0	6200	6200	5639
Sun Aug 29 18:22:35 2021	1630228955	0	6205	6205	4595
Sun Aug 29 18:23:39 2021	1630229019	0	6220	6220	5484
Sun Aug 29 18:23:55 2021	1630229035	0	6225	6225	5133
Sun Aug 29 18:23:29 2021	1630229009	0	6226	6226	6077
Sun Aug 29 18:23:34 2021	1630229014	1	6227	6228	6125
Sun Aug 29 18:23:13 2021	1630228993	0	6229	6229	5459
Sun Aug 29 18:23:14 2021	1630228994	0	6229	6229	6132
Sun Aug 29 18:22:17 2021	1630228937	0	6230	6230	5408
Sun Aug 29 18:23:23 2021	1630229003	0	6233	6233	5708
Sun Aug 29 18:23:59 2021	1630229039	0	6233	6234	4979
Sun Aug 29 18:22:33 2021	1630228953	0	6234	6234	5535
Sun Aug 29 18:22:47 2021	1630228967	0	6246	6246	5827
Sun Aug 29 18:23:32 2021	1630229012	0	6246	6246	5666
Sun Aug 29 18:23:18 2021	1630228998	0	6248	6248	6208
Sun Aug 29 18:22:30 2021	1630228950	0	6249	6249	5896
Sun Aug 29 18:23:52 2021	1630229032	0	6259	6259	6078
Sun Aug 29 18:23:51 2021	1630229031	0	6262	6262	6159
Sun Aug 29 18:23:58 2021	1630229038	0	6266	6266	5978
Sun Aug 29 18:23:09 2021	1630228989	0	6267	6267	5387
Sun Aug 29 18:22:42 2021	1630228962	0	6268	6268	5872
Sun Aug 29 18:23:35 2021	1630229015	0	6271	6271	6141
Sun Aug 29 18:22:22 2021	1630228942	0	6274	6275	6107
Sun Aug 29 18:23:49 2021	1630229029	0	6275	6275	6151
Sun Aug 29 18:22:33 2021	1630228953	0	6276	6276	3572
Sun Aug 29 18:22:36 2021	1630228956	0	6279	6279	4994
Sun Aug 29 18:22:17 2021	1630228937	0	6279	6279	4338
Sun Aug 29 18:22:25 2021	1630228945	0	6280	6280	6188
Sun Aug 29 18:24:15 2021	1630229055	0	6280	6280	5431
Sun Aug 29 18:22:48 2021	1630228968	0	6280	6281	4352
Sun Aug 29 18:23:53 2021	1630229033	0	6280	6281	5759
Sun Aug 29 18:23:32 2021	1630229012	0	6281	6281	5472
Sun Aug 29 18:23:37 2021	1630229017	0	6283	6284	6103
Sun Aug 29 18:23:24 2021	1630229004	0	6284	6284	5868
Sun Aug 29 18:23:20 2021	1630229000	0	6285	6286	6091
Sun Aug 29 18:23:27 2021	1630229007	0	6289	6289	6218
Sun Aug 29 18:23:36 2021	1630229016	0	6289	6289	5470
Sun Aug 29 18:22:39 2021	1630228959	0	6289	6289	4777
Sun Aug 29 18:23:58 2021	1630229038	1	6289	6290	5328
Sun Aug 29 18:22:22 2021	1630228942	0	6291	6291	5511
Sun Aug 29 18:23:25 2021	1630229005	0	6292	6292	5721
Sun Aug 29 18:23:05 2021	1630228985	0	6293	6293	5834
Sun Aug 29 18:23:12 2021	1630228992	0	6297	6297	5435
Sun Aug 29 18:23:57 2021	1630229037	0	6300	6301	5753
Sun Aug 29 18:23:37 2021	1630229017	0	6302	6302	5965
Sun Aug 29 18:23:24 2021	1630229004	0	6313	6313	5762
Sun Aug 29 18:22:33 2021	1630228953	0	6314	6315	4279
Sun Aug 29 18:23:21 2021	1630229001	0	6315	6315	5699
Sun Aug 29 18:23:10 2021	1630228990	0	6316	6316	5609
Sun Aug 29 18:22:31 2021	1630228951	0	6319	6319	4638
Sun Aug 29 18:23:37 2021	1630229017	0	6324	6325	5485
Sun Aug 29 18:23:48 2021	1630229028	0	6328	6328	4934
Sun Aug 29 18:23:32 2021	1630229012	0	6329	6329	4937
Sun Aug 29 18:22:17 2021	1630228937	0	6330	6330	5691
Sun Aug 29 18:23:39 2021	1630229019	0	6331	6331	6010
Sun Aug 29 18:23:09 2021	1630228989	0	6331	6331	4691
Sun Aug 29 18:23:22 2021	1630229002	0	6333	6333	5841
Sun Aug 29 18:23:39 2021	1630229019	0	6334	6334	6137
Sun Aug 29 18:22:27 2021	1630228947	0	6334	6335	4731
Sun Aug 29 18:23:07 2021	1630228987	0	6338	6338	6208
Sun Aug 29 18:22:28 2021	1630228948	0	6339	6339	5986
Sun Aug 29 18:24:14 2021	1630229054	0	6343	6344	5705
Sun Aug 29 18:22:11 2021	1630228931	0	6346	6346	4993
Sun Aug 29 18:22:27 2021	1630228947	0	6351	6351	5221
Sun Aug 29 18:23:06 2021	1630228986	0	6351	6351	5859
Sun Aug 29 18:24:17 2021	1630229057	0	6351	6352	5120
Sun Aug 29 18:22:40 2021	1630228960	0	6357	6357	5535
Sun Aug 29 18:22:10 2021	1630228930	0	6359	6359	5546
Sun Aug 29 18:22:27 2021	1630228947	0	6360	6360	6212
Sun Aug 29 18:24:17 2021	1630229057	0	6366	6367	5624
Sun Aug 29 18:24:08 2021	1630229048	0	6370	6370	4443
Sun Aug 29 18:23:15 2021	1630228995	0	6370	6370	6222
Sun Aug 29 18:22:38 2021	1630228958	0	6373	6373	5188
Sun Aug 29 18:22:59 2021	1630228979	0	6374	6374	6167
Sun Aug 29 18:22:46 2021	1630228966	0	6378	6378	6313
Sun Aug 29 18:23:24 2021	1630229004	0	6379	6379	5808
Sun Aug 29 18:23:16 2021	1630228996	0	6383	6384	6328
Sun Aug 29 18:22:17 2021	1630228937	0	6386	6386	6201
Sun Aug 29 18:23:52 2021	1630229032	0	6396	6397	6215
Sun Aug 29 18:22:41 2021	1630228961	0	6399	6399	6335
Sun Aug 29 18:24:14 2021	1630229054	0	6401	6401	4852
Sun Aug 29 18:22:51 2021	1630228971	0	6402	6402	4599
Sun Aug 29 18:22:10 2021	1630228930	4	6401	6404	5357
Sun Aug 29 18:23:16 2021	1630228996	0	6405	6405	5602
Sun Aug 29 18:22:33 2021	1630228953	1	6406	6407	4381
Sun Aug 29 18:23:12 2021	1630228992	0	6408	6408	4536
Sun Aug 29 18:23:35 2021	1630229015	0	6409	6410	4753
Sun Aug 29 18:22:45 2021	1630228965	0	6410	6410	5915
Sun Aug 29 18:23:15 2021	1630228995	1	6411	6412	6277
Sun Aug 29 18:22:27 2021	1630228947	0	6413	6413	4089
Sun Aug 29 18:22:33 2021	1630228953	0	6415	6415	5269
Sun Aug 29 18:22:33 2021	1630228953	1	6422	6423	5304
Sun Aug 29 18:22:18 2021	1630228938	0	6424	6424	5244
Sun Aug 29 18:22:33 2021	1630228953	1	6426	6427	4439
Sun Aug 29 18:22:34 2021	1630228954	0	6428	6428	5419
Sun Aug 29 18:22:33 2021	1630228953	0	6430	6430	4477
Sun Aug 29 18:23:46 2021	1630229026	0	6431	6432	5945
Sun Aug 29 18:22:33 2021	1630228953	0	6433	6434	4041
Sun Aug 29 18:22:33 2021	1630228953	0	6434	6434	5420
Sun Aug 29 18:23:26 2021	1630229006	0	6434	6434	5716
Sun Aug 29 18:23:57 2021	1630229037	0	6435	6435	6028
Sun Aug 29 18:22:22 2021	1630228942	0	6437	6437	5541
Sun Aug 29 18:23:33 2021	1630229013	0	6440	6440	6129
Sun Aug 29 18:23:38 2021	1630229018	0	6441	6441	6096
Sun Aug 29 18:23:18 2021	1630228998	0	6442	6442	5588
Sun Aug 29 18:23:50 2021	1630229030	0	6443	6443	5419
Sun Aug 29 18:23:28 2021	1630229008	0	6446	6447	6281
Sun Aug 29 18:22:17 2021	1630228937	0	6448	6448	5662
Sun Aug 29 18:22:17 2021	1630228937	0	6448	6448	6336
Sun Aug 29 18:23:38 2021	1630229018	0	6448	6449	6400
Sun Aug 29 18:22:33 2021	1630228953	0	6449	6450	6003
Sun Aug 29 18:22:44 2021	1630228964	0	6453	6453	4582
Sun Aug 29 18:23:33 2021	1630229013	0	6454	6454	5488
Sun Aug 29 18:23:28 2021	1630229008	0	6455	6455	5753
Sun Aug 29 18:23:33 2021	1630229013	0	6457	6457	5409
Sun Aug 29 18:23:03 2021	1630228983	0	6460	6460	6410
Sun Aug 29 18:23:37 2021	1630229017	0	6463	6463	6267
Sun Aug 29 18:23:27 2021	1630229007	0	6467	6467	6405
Sun Aug 29 18:22:17 2021	1630228937	0	6467	6467	5646
Sun Aug 29 18:23:00 2021	1630228980	0	6474	6474	6334
Sun Aug 29 18:22:27 2021	1630228947	0	6474	6474	3781
Sun Aug 29 18:22:34 2021	1630228954	0	6485	6485	5391
Sun Aug 29 18:23:07 2021	1630228987	0	6486	6486	6330
Sun Aug 29 18:22:18 2021	1630228938	0	6487	6488	4621
Sun Aug 29 18:23:03 2021	1630228983	0	6490	6490	5530
Sun Aug 29 18:23:47 2021	1630229027	0	6493	6494	6382
Sun Aug 29 18:23:09 2021	1630228989	0	6496	6496	5596
Sun Aug 29 18:23:43 2021	1630229023	0	6497	6497	5857
Sun Aug 29 18:23:36 2021	1630229016	0	6497	6497	4957
Sun Aug 29 18:23:38 2021	1630229018	0	6499	6499	6449
Sun Aug 29 18:23:15 2021	1630228995	0	6505	6506	6394
Sun Aug 29 18:23:12 2021	1630228992	0	6512	6512	6211
Sun Aug 29 18:22:36 2021	1630228956	0	6512	6513	6447
Sun Aug 29 18:23:12 2021	1630228992	0	6513	6513	4979
Sun Aug 29 18:23:15 2021	1630228995	0	6514	6515	6412
Sun Aug 29 18:23:21 2021	1630229001	0	6517	6517	6373
Sun Aug 29 18:23:26 2021	1630229006	0	6518	6518	5700
Sun Aug 29 18:23:18 2021	1630228998	0	6530	6531	6475
Sun Aug 29 18:24:14 2021	1630229054	0	6534	6534	5720
Sun Aug 29 18:23:53 2021	1630229033	0	6535	6535	4339
Sun Aug 29 18:22:22 2021	1630228942	0	6536	6536	6463
Sun Aug 29 18:23:05 2021	1630228985	0	6537	6537	4974
Sun Aug 29 18:22:28 2021	1630228948	0	6538	6538	5867
Sun Aug 29 18:24:12 2021	1630229052	0	6540	6540	5171
Sun Aug 29 18:23:43 2021	1630229023	0	6540	6540	4939
Sun Aug 29 18:23:37 2021	1630229017	0	6542	6542	5942
Sun Aug 29 18:23:54 2021	1630229034	0	6542	6542	6083
Sun Aug 29 18:23:29 2021	1630229009	0	6542	6542	6391
Sun Aug 29 18:23:48 2021	1630229028	0	6550	6550	5465
Sun Aug 29 18:22:22 2021	1630228942	0	6552	6552	6339
Sun Aug 29 18:22:23 2021	1630228943	0	6554	6554	4642
Sun Aug 29 18:24:14 2021	1630229054	0	6555	6555	5999
Sun Aug 29 18:22:10 2021	1630228930	3	6553	6556	4963
Sun Aug 29 18:23:28 2021	1630229008	0	6559	6559	5336
Sun Aug 29 18:24:14 2021	1630229054	0	6559	6559	5378
Sun Aug 29 18:22:41 2021	1630228961	0	6560	6560	6389
Sun Aug 29 18:23:56 2021	1630229036	0	6563	6563	6439
Sun Aug 29 18:23:15 2021	1630228995	0	6563	6563	6481
Sun Aug 29 18:22:26 2021	1630228946	0	6572	6572	3339
Sun Aug 29 18:22:26 2021	1630228946	0	6573	6574	5199
Sun Aug 29 18:23:35 2021	1630229015	0	6575	6575	4855
Sun Aug 29 18:23:19 2021	1630228999	0	6580	6581	5799
Sun Aug 29 18:23:58 2021	1630229038	0	6582	6583	6335
Sun Aug 29 18:22:26 2021	1630228946	0	6590	6590	4003
Sun Aug 29 18:23:05 2021	1630228985	0	6592	6592	5216
Sun Aug 29 18:22:34 2021	1630228954	0	6592	6592	5764
Sun Aug 29 18:23:39 2021	1630229019	0	6596	6597	5634
Sun Aug 29 18:22:41 2021	1630228961	0	6599	6599	6411
Sun Aug 29 18:22:33 2021	1630228953	1	6600	6601	6070
Sun Aug 29 18:22:26 2021	1630228946	0	6601	6602	4464
Sun Aug 29 18:23:39 2021	1630229019	0	6609	6609	6376
Sun Aug 29 18:23:39 2021	1630229019	0	6611	6611	6388
Sun Aug 29 18:22:41 2021	1630228961	0	6612	6612	5823
Sun Aug 29 18:23:26 2021	1630229006	0	6612	6612	6562
Sun Aug 29 18:23:25 2021	1630229005	0	6617	6617	5308
Sun Aug 29 18:22:19 2021	1630228939	0	6618	6618	6053
Sun Aug 29 18:23:52 2021	1630229032	0	6621	6622	5865
Sun Aug 29 18:22:47 2021	1630228967	0	6622	6622	5073
Sun Aug 29 18:23:50 2021	1630229030	0	6626	6626	5238
Sun Aug 29 18:23:30 2021	1630229010	0	6627	6627	5050
Sun Aug 29 18:22:45 2021	1630228965	0	6630	6630	4888
Sun Aug 29 18:23:52 2021	1630229032	0	6632	6633	5782
Sun Aug 29 18:22:17 2021	1630228937	0	6637	6637	4794
Sun Aug 29 18:22:47 2021	1630228967	0	6637	6638	5989
Sun Aug 29 18:22:19 2021	1630228939	0	6643	6643	6410
Sun Aug 29 18:23:58 2021	1630229038	0	6649	6649	6439
Sun Aug 29 18:23:55 2021	1630229035	0	6649	6649	5816
Sun Aug 29 18:23:50 2021	1630229030	0	6653	6653	5539
Sun Aug 29 18:22:44 2021	1630228964	0	6655	6655	4550
Sun Aug 29 18:23:29 2021	1630229009	0	6656	6656	5353
Sun Aug 29 18:23:06 2021	1630228986	0	6658	6658	5011
Sun Aug 29 18:23:28 2021	1630229008	0	6665	6665	5996
Sun Aug 29 18:23:48 2021	1630229028	0	6665	6665	4253
Sun Aug 29 18:23:54 2021	1630229034	0	6665	6666	4197
Sun Aug 29 18:23:11 2021	1630228991	0	6671	6671	6521
Sun Aug 29 18:22:26 2021	1630228946	0	6671	6671	4114
Sun Aug 29 18:23:46 2021	1630229026	0	6675	6676	5469
Sun Aug 29 18:23:00 2021	1630228980	0	6676	6677	6103
Sun Aug 29 18:23:09 2021	1630228989	0	6677	6677	6452
Sun Aug 29 18:22:17 2021	1630228937	0	6677	6677	6040
Sun Aug 29 18:22:10 2021	1630228930	2	6678	6680	6238
Sun Aug 29 18:22:15 2021	1630228935	0	6681	6681	6027
Sun Aug 29 18:23:45 2021	1630229025	0	6682	6683	5053
Sun Aug 29 18:23:23 2021	1630229003	0	6685	6685	6110
Sun Aug 29 18:23:46 2021	1630229026	0	6687	6688	6282
Sun Aug 29 18:23:36 2021	1630229016	0	6688	6688	4520
Sun Aug 29 18:23:06 2021	1630228986	0	6689	6689	6631
Sun Aug 29 18:23:34 2021	1630229014	0	6691	6691	6543
Sun Aug 29 18:23:29 2021	1630229009	0	6692	6692	5914
